"Under-five mortality rate (per 1,000 live births)"
"HDI Rank (2015)","Country","1990","1995","2000","2005","2010","2011","2012","2013","2014","2015"
"169"," Afghanistan","181.0","152.3","137.0","119.6","105.0","102.3","99.5","96.7","93.9","91.1"
"75"," Albania","40.6","33.2","26.2","20.5","16.6","16.0","15.5","14.9","14.4","14.0"
"83"," Algeria","46.8","42.5","39.7","33.6","27.3","26.6","26.1","25.8","25.6","25.5"
"32"," Andorra","8.5","6.0","4.6","3.9","3.3","3.2","3.1","3.0","2.9","2.8"
"150"," Angola","226.0","224.8","216.7","203.9","182.5","177.3","172.2","167.1","162.2","156.9"
"62"," Antigua and Barbuda","25.5","19.7","15.5","12.4","9.9","9.5","9.1","8.7","8.4","8.1"
"45"," Argentina","27.6","23.4","20.2","17.1","14.6","14.2","13.8","13.3","12.9","12.5"
"84"," Armenia","49.8","38.7","30.1","23.4","18.0","17.2","16.3","15.5","14.7","14.1"
"2"," Australia","9.2","7.0","6.2","5.7","4.8","4.5","4.3","4.1","3.9","3.8"
"24"," Austria","9.5","6.8","5.5","4.9","4.4","4.2","4.0","3.9","3.7","3.5"
"78"," Azerbaijan","94.7","94.3","74.0","51.7","39.0","37.3","35.7","34.2","32.9","31.7"
"58"," Bahamas","23.5","18.7","15.7","15.3","13.9","13.5","13.2","12.8","12.4","12.1"
"47"," Bahrain","23.0","18.1","12.6","10.9","8.3","7.8","7.3","6.9","6.5","6.2"
"139"," Bangladesh","143.7","114.2","88.0","66.8","49.6","46.7","44.0","41.6","39.5","37.6"
"54"," Barbados","17.9","15.5","16.3","16.5","14.7","14.4","14.1","13.7","13.3","13.0"
"52"," Belarus","16.6","17.9","14.3","9.4","6.1","5.6","5.3","5.0","4.7","4.6"
"22"," Belgium","10.0","7.6","5.8","5.0","4.5","4.4","4.3","4.3","4.2","4.1"
"103"," Belize","39.6","30.1","25.0","21.7","19.0","18.5","18.0","17.5","17.0","16.5"
"167"," Benin","179.5","159.1","144.7","125.5","111.6","109.3","107.0","104.8","102.1","99.5"
"132"," Bhutan","133.7","105.3","79.6","58.5","42.3","39.9","37.8","36.0","34.4","32.9"
"118"," Bolivia (Plurinational State of)","124.4","101.8","80.2","61.4","47.0","44.9","43.1","41.3","39.8","38.4"
"81"," Bosnia and Herzegovina","18.3","15.2","9.2","8.3","7.4","6.9","6.5","6.1","5.7","5.4"
