"Deaths due to tuberculosis (per 100,000 people)"
"HDI Rank (2015)","Country","1990","1995","2000","2005","2010","2011","2012","2013","2014"
"169"," Afghanistan","34.0","68.0","69.0","45.0","39.0","40.0","40.0","42.0","44.0"
"75"," Albania","1.5","0.7","0.9","0.6","0.4","0.4","0.3","0.6","0.6"
"83"," Algeria","10.0","11.0","13.0","14.0","13.0","13.0","12.0","12.0","11.0"
"32"," Andorra","4.0","2.7","1.5","1.0","0.7","0.7","0.7","0.7","0.8"
"150"," Angola","65.0","73.0","61.0","54.0","55.0","54.0","54.0","53.0","52.0"
"62"," Antigua and Barbuda","3.9","0.0","1.8","1.4","1.5","1.4","1.4","3.6","3.8"
"45"," Argentina","4.2","3.3","2.3","1.9","1.3","1.6","1.4","1.4","1.4"
"84"," Armenia","4.4","6.0","6.3","8.5","7.1","5.3","5.7","5.2","4.7"
"2"," Australia","0.4","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"24"," Austria","1.8","0.9","0.9","0.6","0.4","0.5","0.3","0.7","0.7"
"78"," Azerbaijan","11.0","23.0","22.0","11.0","1.3","0.9","0.6","0.5","0.4"
"58"," Bahamas","4.6","4.4","2.2","1.2","0.6","0.7","0.7","0.7","0.6"
"47"," Bahrain","2.2","1.0","2.6","1.1","0.8","0.2","0.4","0.5","0.4"
"139"," Bangladesh","80.0","78.0","73.0","63.0","54.0","53.0","51.0","51.0","51.0"
"54"," Barbados","0.0","0.8","0.8","0.8","0.4","0.4","0.0","0.0","0.0"
"52"," Belarus","4.9","7.5","8.1","11.0","9.0","8.9","8.6","8.2","7.7"
"22"," Belgium","1.0","1.0","0.7","0.6","0.3","0.3","0.3","0.3","0.3"
"103"," Belize","2.5","3.5","3.7","2.1","4.1","3.7","2.1","2.2","1.8"
"167"," Benin","35.0","24.0","19.0","13.0","11.0","11.0","10.0","10.0","9.8"
"132"," Bhutan","283.0","161.0","86.0","61.0","27.0","21.0","16.0","11.0","9.5"
"118"," Bolivia (Plurinational State of)","10.0","8.3","6.6","4.0","3.5","3.4","3.3","3.2","3.1"
