"Infants lacking immunization, measles (% of one-year-olds)"
"23"," Finland","3.0","2.0","4.0","3.0","2.0","3.0","3.0","3.0","3.0"
"21"," France","29.0","17.0","16.0","13.0","11.0","11.0","10.0","11.0","10.0"
"109"," Gabon","24.0","43.0","45.0","45.0","38.0","28.0","29.0","30.0","39.0"
"173"," Gambia","14.0","9.0","11.0","9.0","8.0","9.0","5.0","4.0","4.0"
"70"," Georgia","","39.0","27.0","10.0","6.0","9.0","7.0","3.0","8.0"
"4"," Germany","25.0","8.0","8.0","4.0","3.0","3.0","3.0","3.0","3.0"
"139"," Ghana","39.0","30.0","10.0","17.0","7.0","9.0","12.0","11.0","8.0"
"29"," Greece","24.0","30.0","11.0","4.0","1.0","1.0","1.0","1.0","3.0"
"79"," Grenada","15.0","12.0","8.0","1.0","5.0","5.0","6.0","6.0","6.0"
"125"," Guatemala","32.0","17.0","14.0","7.0","7.0","11.0","7.0","15.0","33.0"
"183"," Guinea","65.0","39.0","58.0","49.0","42.0","38.0","38.0","38.0","48.0"
"178"," Guinea-Bissau","47.0","55.0","29.0","24.0","31.0","31.0","31.0","31.0","31.0"
"127"," Guyana","27.0","23.0","14.0","8.0","5.0","2.0","1.0","1.0","1.0"
"163"," Haiti","69.0","51.0","45.0","42.0","36.0","35.0","35.0","35.0","47.0"
"130"," Honduras","10.0","11.0","2.0","4.0","2.0","5.0","7.0","11.0","12.0"
"43"," Hungary","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"9"," Iceland","1.0","1.0","9.0","10.0","7.0","6.0","10.0","9.0","10.0"
"131"," India","44.0","28.0","44.0","32.0","18.0","16.0","17.0","17.0","17.0"
"113"," Indonesia","42.0","37.0","24.0","23.0","22.0","20.0","15.0","16.0","23.0"
"69"," Iran (Islamic Republic of)","15.0","5.0","1.0","6.0","1.0","1.0","2.0","2.0","1.0"
"121"," Iraq","25.0","20.0","14.0","31.0","25.0","23.0","31.0","37.0","43.0"
"8"," Ireland","22.0","23.0","21.0","16.0","10.0","8.0","8.0","8.0","7.0"
