"Carbon dioxide emissions per capita (tonnes)"
"139"," Ghana","0.3","0.3","0.3","0.3","0.4","0.4","0.5","0.6"
"29"," Greece","7.3","7.5","8.5","9.0","7.5","7.3","7.2","6.3"
"79"," Grenada","1.1","1.5","1.9","2.1","2.5","2.4","2.6","2.9"
"125"," Guatemala","0.6","0.7","0.8","1.0","0.8","0.8","0.8","0.9"
"183"," Guinea","0.2","0.2","0.1","0.1","0.2","0.2","0.2","0.2"
"178"," Guinea-Bissau","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1"
"127"," Guyana","1.6","2.0","2.2","1.9","2.3","2.4","2.6","2.5"
"163"," Haiti","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2"
"130"," Honduras","0.5","0.7","0.8","1.1","1.1","1.2","1.2","1.2"
"12"," Hong Kong, China (SAR)","4.8","5.1","6.1","6.4","5.8","6.2","6.1","6.3"
"43"," Hungary","6.7","5.8","5.5","5.8","5.0","4.8","4.5","4.2"
"9"," Iceland","7.8","7.3","7.7","7.5","6.2","5.9","5.8","6.1"
"131"," India","0.7","0.8","1.0","1.1","1.4","1.5","1.6","1.6"
"113"," Indonesia","0.8","1.1","1.2","1.5","1.8","2.3","2.4","1.9"
"69"," Iran (Islamic Republic of)","3.8","4.5","5.7","6.7","8.2","8.2","8.5","8.0"
"121"," Iraq","3.0","3.9","3.1","4.2","3.6","4.2","4.6","4.9"
"8"," Ireland","8.9","9.1","10.8","10.5","8.8","7.8","7.8","7.6"
"19"," Israel","7.8","9.2","9.6","8.2","9.0","8.9","9.5","8.8"
"26"," Italy","7.4","7.6","7.9","8.2","6.8","6.7","6.2","5.7"
"94"," Jamaica","3.2","3.7","4.0","4.0","2.7","2.9","2.7","2.8"
"17"," Japan","8.9","9.4","9.6","9.7","9.2","9.3","9.6","9.8"
"86"," Jordan","3.1","3.1","3.3","3.9","3.3","3.2","3.6","3.4"
"56"," Kazakhstan","","10.7","7.9","11.7","15.1","15.7","14.6","15.4"
"146"," Kenya","0.2","0.3","0.3","0.2","0.3","0.3","0.3","0.3"
"137"," Kiribati","0.3","0.3","0.4","0.7","0.6","0.6","0.6","0.6"
"0"," Korea (Democratic People's Rep. of)","","","3.0","3.2","2.7","2.0","2.0","2.0"
"18"," Korea (Republic of)","5.8","8.3","9.5","9.6","11.5","11.8","11.7","11.8"
"51"," Kuwait","23.5","33.5","27.8","31.6","29.3","28.1","29.6","27.3"
"120"," Kyrgyzstan","","1.0","0.9","1.0","1.2","1.4","1.8","1.7"
"138"," Lao People's Democratic Republic","0.1","0.1","0.2","0.2","0.3","0.3","0.3","0.3"
"44"," Latvia","","3.8","2.7","3.4","3.9","3.5","3.5","3.5"
"76"," Lebanon","3.0","4.5","4.7","4.1","4.6","4.5","4.6","4.3"
"160"," Lesotho","","","","0.7","1.1","1.1","1.1","1.1"
"177"," Liberia","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2"
"102"," Libya","8.4","9.4","8.8","9.0","9.8","6.3","8.3","8.1"
"15"," Liechtenstein","","","","","1.5","1.3","1.3","1.4"
"37"," Lithuania","","4.5","3.5","4.2","4.3","4.6","4.6","4.3"
"20"," Luxembourg","26.2","20.4","18.9","24.8","21.6","21.1","20.1","18.7"
"158"," Madagascar","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"170"," Malawi","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"59"," Malaysia","3.1","5.8","5.4","6.8","7.8","7.7","7.5","8.0"
"105"," Maldives","0.7","1.0","1.6","1.9","2.4","2.5","2.8","2.7"
"175"," Mali","0.1","0.0","0.1","0.1","0.1","0.1","0.1","0.1"
"33"," Malta","6.2","5.7","5.4","6.7","6.1","6.1","6.4","5.2"
"0"," Marshall Islands","1.0","1.3","1.5","1.6","2.0","2.0","1.9","1.9"
"157"," Mauritania","0.4","0.5","0.4","0.5","0.6","0.7","0.7","0.7"
"64"," Mauritius","1.4","1.6","2.3","2.7","3.1","3.1","3.2","3.0"
"77"," Mexico","3.7","3.5","3.7","4.0","3.8","3.9","3.9","3.9"
"127"," Micronesia (Federated States of)","","","1.3","1.1","1.2","1.2","1.4","1.4"
"107"," Moldova (Republic of)","","3.0","1.0","1.4","1.4","1.4","1.4","1.4"
"92"," Mongolia","4.6","3.4","3.1","3.4","9.1","10.0","11.7","14.5"
"48"," Montenegro","","","","3.3","4.2","4.1","3.8","3.6"
"123"," Morocco","0.9","1.1","1.2","1.5","1.7","1.8","1.9","1.8"
"181"," Mozambique","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2"
"145"," Myanmar","0.1","0.2","0.2","0.2","0.2","0.3","0.2","0.2"
"125"," Namibia","0.0","1.0","0.9","1.1","1.4","1.3","1.5","1.3"
"0"," Nauru","13.6","10.7","8.4","6.2","4.4","4.0","4.0","4.3"
"144"," Nepal","0.0","0.1","0.1","0.1","0.2","0.2","0.2","0.2"
"7"," Netherlands","10.6","10.9","10.4","10.4","10.9","10.3","10.1","10.1"
"13"," New Zealand","7.1","7.4","8.5","8.3","7.3","7.2","7.8","7.6"
"124"," Nicaragua","0.6","0.6","0.7","0.8","0.8","0.8","0.8","0.8"
"187"," Niger","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"152"," Nigeria","0.4","0.3","0.6","0.8","0.6","0.6","0.6","0.6"
"1"," Norway","7.4","7.7","8.8","9.2","12.3","9.1","9.9","11.7"
"52"," Oman","6.3","7.3","9.8","11.9","17.1","17.5","16.7","15.7"
"147"," Pakistan","0.6","0.7","0.8","0.9","0.9","0.9","0.9","0.8"
"60"," Palau","15.6","6.2","5.9","9.6","10.6","10.9","10.8","10.7"
"114"," Palestine, State of","","","0.3","0.8","0.5","0.6","0.5","0.6"
"60"," Panama","1.1","1.1","1.9","2.1","2.5","2.7","2.7","2.7"
"154"," Papua New Guinea","0.5","0.4","0.5","0.7","0.7","0.7","0.7","0.8"
"110"," Paraguay","0.5","0.8","0.7","0.7","0.8","0.8","0.8","0.8"
"87"," Peru","1.0","1.0","1.2","1.3","2.0","1.7","1.8","1.9"
"116"," Philippines","0.7","0.9","0.9","0.9","0.9","0.9","1.0","1.0"
"36"," Poland","9.7","8.9","7.8","7.9","8.3","8.3","7.9","7.9"
"41"," Portugal","4.2","5.2","6.1","6.2","4.6","4.5","4.4","4.4"
"33"," Qatar","24.7","63.4","58.5","60.9","41.1","42.2","46.7","40.5"
"50"," Romania","6.8","5.6","4.0","4.5","3.9","4.2","4.1","3.5"
"49"," Russian Federation","","11.0","10.6","11.3","11.7","12.4","12.8","12.5"
"159"," Rwanda","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"74"," Saint Kitts and Nevis","3.1","3.8","4.0","4.8","5.0","5.1","5.2","5.1"
"92"," Saint Lucia","1.2","2.1","2.1","2.2","2.3","2.3","2.3","2.2"
"99"," Saint Vincent and the Grenadines","0.8","1.2","1.4","2.0","2.0","1.8","2.3","1.9"
"104"," Samoa","0.8","0.8","0.8","0.9","1.1","1.3","1.3","1.3"
"142"," Sao Tome and Principe","0.4","0.4","0.3","0.5","0.6","0.6","0.6","0.6"
"38"," Saudi Arabia","13.3","12.5","13.9","16.1","18.5","17.4","19.2","17.9"
"162"," Senegal","0.4","0.4","0.4","0.5","0.6","0.6","0.6","0.6"
"66"," Serbia","","","","","6.3","6.8","6.1","6.3"
"63"," Seychelles","2.1","2.6","7.1","8.3","7.7","6.8","8.0","7.2"
"179"," Sierra Leone","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2"
